"","child","parent","length"
"1","CHEBI:5088","CHEBI:23367",8
"2","CHEBI:10119","CHEBI:23367",7
"3","CHEBI:71219","CHEBI:23367",8
"4","CHEBI:17115","CHEBI:23367",9
"5","CHEBI:2950","CHEBI:23367",9
"6","CHEBI:60761","CHEBI:23367",7
"7","CHEBI:3478","CHEBI:23367",10
"8","CHEBI:3398","CHEBI:23367",9
"9","CHEBI:16714","CHEBI:23367",9
"10","CHEBI:2915","CHEBI:23367",7
"11","CHEBI:28939","CHEBI:23367",10
"12","CHEBI:63611","CHEBI:23367",8
"13","CHEBI:9588","CHEBI:23367",9
"14","CHEBI:31783","CHEBI:23367",7
"15","CHEBI:31468","CHEBI:23367",9
"16","CHEBI:6904","CHEBI:23367",8
"17","CHEBI:7565","CHEBI:23367",10
"18","CHEBI:4453","CHEBI:23367",7
"19","CHEBI:48669","CHEBI:23367",9
"20","CHEBI:59560","CHEBI:23367",12
"21","CHEBI:3561","CHEBI:23367",8
"22","CHEBI:3172","CHEBI:23367",7
"23","CHEBI:8214","CHEBI:23367",10
"24","CHEBI:7444","CHEBI:59999",4
"25","CHEBI:6758","CHEBI:23367",12
"26","CHEBI:15782","CHEBI:23367",10
"27","CHEBI:8228","CHEBI:23367",8
"28","CHEBI:7789","CHEBI:23367",8
"29","CHEBI:2637","CHEBI:23367",8
"30","CHEBI:59224","CHEBI:23367",10
"31","CHEBI:4974","CHEBI:23367",9
"32","CHEBI:52010","CHEBI:23367",9
"33","CHEBI:34911","CHEBI:23367",8
"34","CHEBI:9241","CHEBI:23367",8
"35","CHEBI:18095","CHEBI:23367",11
"36","CHEBI:104011","CHEBI:23367",10
"37","CHEBI:32181","CHEBI:23367",8
"38","CHEBI:3312","CHEBI:23367",5
"39","CHEBI:2569","CHEBI:23367",9
"40","CHEBI:4728","CHEBI:23367",11
"41","CHEBI:51209","CHEBI:23367",8
"42","CHEBI:8716","CHEBI:23367",7
"43","CHEBI:7820","CHEBI:23367",9
"44","CHEBI:7798","CHEBI:23367",9
"45","CHEBI:32599","CHEBI:23367",5
"46","CHEBI:64317","CHEBI:23367",8
"47","CHEBI:4513","CHEBI:23367",10
"48","CHEBI:27732","CHEBI:23367",11
"49","CHEBI:2904","CHEBI:23367",9
"50","CHEBI:16708","CHEBI:23367",10
"51","CHEBI:2788","CHEBI:23367",8
"52","CHEBI:2948","CHEBI:23367",8
"53","CHEBI:5163","CHEBI:23367",9
"54","CHEBI:4591","CHEBI:23367",9
"55","CHEBI:251412","CHEBI:23367",10
"56","CHEBI:2376","CHEBI:23367",11
"57","CHEBI:17698","CHEBI:23367",7
"58","CHEBI:4708","CHEBI:23367",7
"59","CHEBI:309594","CHEBI:23367",9
"60","CHEBI:31856","CHEBI:23367",10
"61","CHEBI:5959","CHEBI:23367",8
"62","CHEBI:15367","CHEBI:23367",11
"63","CHEBI:59269","CHEBI:23367",8
"64","CHEBI:3495","CHEBI:23367",10
"65","CHEBI:7731","CHEBI:23367",7
"66","CHEBI:31794","CHEBI:23367",6
"67","CHEBI:10033","CHEBI:59999",4
"68","CHEBI:2639","CHEBI:23367",7
"69","CHEBI:10100","CHEBI:23367",9
"70","CHEBI:59213","CHEBI:23367",8
"71","CHEBI:27470","CHEBI:23367",9
"72","CHEBI:101085","CHEBI:23367",8
"73","CHEBI:63589","CHEBI:23367",7
"74","CHEBI:18050","CHEBI:23367",9
"75","CHEBI:291342","CHEBI:23367",9
"76","CHEBI:2675","CHEBI:23367",10
"77","CHEBI:10102","CHEBI:23367",9
"78","CHEBI:31197","CHEBI:23367",5
"79","CHEBI:27999","CHEBI:23367",9
"80","CHEBI:53486","CHEBI:23367",10
"81","CHEBI:59343","CHEBI:23367",8
"82","CHEBI:59514","CHEBI:23367",7
"83","CHEBI:31225","CHEBI:23367",8
"84","CHEBI:59788","CHEBI:23367",9
"85","CHEBI:4670","CHEBI:23367",10
"86","CHEBI:6784","CHEBI:23367",7
"87","CHEBI:16724","CHEBI:23367",8
"88","CHEBI:9328","CHEBI:23367",9
"89","CHEBI:554446","CHEBI:23367",10
"90","CHEBI:64356","CHEBI:23367",11
"91","CHEBI:6030","CHEBI:23367",8
"92","CHEBI:40009","CHEBI:23367",9
"93","CHEBI:72564","CHEBI:23367",7
"94","CHEBI:8354","CHEBI:23367",6
"95","CHEBI:4638","CHEBI:23367",8
"96","CHEBI:17561","CHEBI:23367",9
"97","CHEBI:23359","CHEBI:23367",8
"98","CHEBI:75273","CHEBI:23367",7
"99","CHEBI:16919","CHEBI:23367",8
"100","CHEBI:66876","CHEBI:23367",7
"101","CHEBI:5195","CHEBI:23367",9
"102","CHEBI:66919","CHEBI:23367",9
"103","CHEBI:70735","CHEBI:23367",7
"104","CHEBI:38010","CHEBI:23367",9
"105","CHEBI:9948","CHEBI:59999",4
"106","CHEBI:8713","CHEBI:23367",9
"107","CHEBI:7809","CHEBI:23367",10
"108","CHEBI:31236","CHEBI:23367",7
"109","CHEBI:63625","CHEBI:23367",8
"110","CHEBI:4792","CHEBI:23367",7
"111","CHEBI:72690","CHEBI:23367",8
"112","CHEBI:8059","CHEBI:23367",10
"113","CHEBI:4681","CHEBI:23367",8
"114","CHEBI:404903","CHEBI:23367",10
"115","CHEBI:8066","CHEBI:23367",9
"116","CHEBI:204928","CHEBI:23367",8
"117","CHEBI:50838","CHEBI:23367",9
"118","CHEBI:100241","CHEBI:23367",7
"119","CHEBI:8249","CHEBI:23367",9
"120","CHEBI:7459","CHEBI:23367",8
"121","CHEBI:8435","CHEBI:23367",7
"122","CHEBI:114785","CHEBI:23367",7
"123","CHEBI:126237","CHEBI:23367",11
"124","CHEBI:27504","CHEBI:23367",10
"125","CHEBI:2401","CHEBI:23367",10
"126","CHEBI:746859","CHEBI:23367",8
"127","CHEBI:32184","CHEBI:23367",6
"128","CHEBI:4027","CHEBI:23367",7
"129","CHEBI:175901","CHEBI:23367",7
"130","CHEBI:9738","CHEBI:23367",9
"131","CHEBI:16899","CHEBI:23367",10
"132","CHEBI:247956","CHEBI:23367",8
"133","CHEBI:50659","CHEBI:23367",8
"134","CHEBI:3493","CHEBI:23367",10
"135","CHEBI:3380","CHEBI:23367",8
"136","CHEBI:9150","CHEBI:23367",7
"137","CHEBI:5296","CHEBI:23367",8
"138","CHEBI:15882","CHEBI:23367",7
"139","CHEBI:51380","CHEBI:23367",9
"140","CHEBI:600520","CHEBI:23367",9
"141","CHEBI:53760","CHEBI:23367",10
"142","CHEBI:8890","CHEBI:23367",11
"143","CHEBI:28462","CHEBI:23367",8
"144","CHEBI:3032","CHEBI:23367",9
"145","CHEBI:2379","CHEBI:23367",8
"146","CHEBI:2549","CHEBI:23367",7
"147","CHEBI:4710","CHEBI:23367",9
"148","CHEBI:2666","CHEBI:23367",8
"149","CHEBI:4724","CHEBI:23367",9
"150","CHEBI:6838","CHEBI:23367",10
"151","CHEBI:51041","CHEBI:23367",8
"152","CHEBI:59692","CHEBI:23367",8
"153","CHEBI:50223","CHEBI:23367",11
"154","CHEBI:34825","CHEBI:23367",9
"155","CHEBI:209807","CHEBI:23367",7
"156","CHEBI:10124","CHEBI:23367",11
"157","CHEBI:39585","CHEBI:23367",7
"158","CHEBI:68642","CHEBI:23367",9
"159","CHEBI:17650","CHEBI:23367",8
"160","CHEBI:4031","CHEBI:23367",11
"161","CHEBI:27436","CHEBI:23367",9
"162","CHEBI:36795","CHEBI:23367",10
"163","CHEBI:123417","CHEBI:23367",8
"164","CHEBI:5706","CHEBI:23367",12
"165","CHEBI:2567","CHEBI:23367",9
"166","CHEBI:18332","CHEBI:23367",9
"167","CHEBI:76014","CHEBI:23367",5
"168","CHEBI:9654","CHEBI:23367",7
"169","CHEBI:8067","CHEBI:23367",10
"170","CHEBI:8459","CHEBI:23367",10
"171","CHEBI:64310","CHEBI:23367",8
"172","CHEBI:51368","CHEBI:23367",8
"173","CHEBI:71223","CHEBI:23367",7
"174","CHEBI:63608","CHEBI:23367",7
"175","CHEBI:4445","CHEBI:23367",7
"176","CHEBI:53289","CHEBI:23367",9
"177","CHEBI:39465","CHEBI:23367",9
"178","CHEBI:4717","CHEBI:23367",7
"179","CHEBI:15544","CHEBI:23367",10
"180","CHEBI:8707","CHEBI:23367",7
"181","CHEBI:15552","CHEBI:23367",11
"182","CHEBI:149836","CHEBI:23367",9
"183","CHEBI:18019","CHEBI:23367",9
"184","CHEBI:4754","CHEBI:23367",11
"185","CHEBI:4754","CHEBI:59999",4
"186","CHEBI:40237","CHEBI:23367",9
"187","CHEBI:47898","CHEBI:23367",10
"188","CHEBI:18357","CHEBI:23367",11
"189","CHEBI:31000","CHEBI:23367",9
"190","CHEBI:16914","CHEBI:23367",9
"191","CHEBI:10093","CHEBI:23367",10
"192","CHEBI:16349","CHEBI:23367",13
"193","CHEBI:3534","CHEBI:23367",10
"194","CHEBI:32315","CHEBI:23367",9
"195","CHEBI:28864","CHEBI:23367",9
"196","CHEBI:30659","CHEBI:23367",9
"197","CHEBI:164200","CHEBI:23367",7
"198","CHEBI:27777","CHEBI:23367",10
"199","CHEBI:28262","CHEBI:23367",8
"200","CHEBI:6997","CHEBI:23367",9
"201","CHEBI:38940","CHEBI:23367",9
"202","CHEBI:408174","CHEBI:23367",8
"203","CHEBI:3752","CHEBI:23367",10
"204","CHEBI:8080","CHEBI:23367",10
"205","CHEBI:47612","CHEBI:23367",8
"206","CHEBI:4995","CHEBI:23367",9
"207","CHEBI:9334","CHEBI:23367",8
"208","CHEBI:3756","CHEBI:23367",9
"209","CHEBI:53776","CHEBI:23367",8
"210","CHEBI:36791","CHEBI:23367",8
"211","CHEBI:31414","CHEBI:23367",8
"212","CHEBI:50567","CHEBI:23367",8
"213","CHEBI:16469","CHEBI:23367",9
"214","CHEBI:2636","CHEBI:23367",8
"215","CHEBI:4868","CHEBI:23367",7
"216","CHEBI:9774","CHEBI:23367",10
"217","CHEBI:50694","CHEBI:23367",9
"218","CHEBI:44932","CHEBI:23367",9
"219","CHEBI:4551","CHEBI:23367",9
"220","CHEBI:157175","CHEBI:23367",7
"221","CHEBI:4876","CHEBI:23367",8
"222","CHEBI:3743","CHEBI:23367",5
"223","CHEBI:3619","CHEBI:23367",8
"224","CHEBI:63613","CHEBI:23367",9
"225","CHEBI:63845","CHEBI:23367",9
"226","CHEBI:4975","CHEBI:23367",8
"227","CHEBI:3077","CHEBI:23367",8
"228","CHEBI:161680","CHEBI:23367",11
"229","CHEBI:6128","CHEBI:23367",10
"230","CHEBI:3207","CHEBI:23367",8
"231","CHEBI:5280","CHEBI:23367",7
"232","CHEBI:3696","CHEBI:23367",8
"233","CHEBI:50131","CHEBI:23367",10
"234","CHEBI:3650","CHEBI:23367",9
"235","CHEBI:4046","CHEBI:23367",9
"236","CHEBI:4672","CHEBI:23367",11
"237","CHEBI:3479","CHEBI:23367",10
"238","CHEBI:6413","CHEBI:23367",9
"239","CHEBI:28502","CHEBI:23367",11
"240","CHEBI:50815","CHEBI:23367",7
"241","CHEBI:17411","CHEBI:23367",15
"242","CHEBI:258351","CHEBI:23367",8
"243","CHEBI:8452","CHEBI:23367",11
"244","CHEBI:51024","CHEBI:23367",9
"245","CHEBI:18358","CHEBI:23367",8
"246","CHEBI:9073","CHEBI:23367",12
"247","CHEBI:47657","CHEBI:23367",7
"248","CHEBI:480999","CHEBI:23367",9
"249","CHEBI:6970","CHEBI:23367",8
"250","CHEBI:6933","CHEBI:23367",8
"251","CHEBI:8428","CHEBI:23367",10
"252","CHEBI:63623","CHEBI:23367",8
"253","CHEBI:28984","CHEBI:33250",3
"254","CHEBI:61203","CHEBI:23367",9
"255","CHEBI:31355","CHEBI:23367",5
"256","CHEBI:9445","CHEBI:23367",9
"257","CHEBI:8884","CHEBI:23367",7
"258","CHEBI:100717","CHEBI:23367",10
"259","CHEBI:16414","CHEBI:23367",9
"260","CHEBI:50922","CHEBI:23367",8
"261","CHEBI:28830","CHEBI:23367",7
"262","CHEBI:47780","CHEBI:23367",10
"263","CHEBI:2618","CHEBI:23367",9
"264","CHEBI:4474","CHEBI:23367",7
"265","CHEBI:31638","CHEBI:23367",7
"266","CHEBI:3489","CHEBI:23367",10
"267","CHEBI:31174","CHEBI:23367",9
"268","CHEBI:15422","CHEBI:23367",12
"269","CHEBI:45979","CHEBI:23367",6
"270","CHEBI:55344","CHEBI:23367",8
"271","CHEBI:5141","CHEBI:23367",11
"272","CHEBI:4784","CHEBI:23367",9
"273","CHEBI:48574","CHEBI:23367",10
"274","CHEBI:32888","CHEBI:23367",10
"275","CHEBI:31547","CHEBI:23367",8
"276","CHEBI:50122","CHEBI:23367",9
"277","CHEBI:17263","CHEBI:23367",8
"278","CHEBI:4856","CHEBI:59999",4
"279","CHEBI:63587","CHEBI:23367",6
"280","CHEBI:4514","CHEBI:23367",8
"281","CHEBI:7823","CHEBI:23367",7
"282","CHEBI:16335","CHEBI:23367",11
"283","CHEBI:681850","CHEBI:23367",9
"284","CHEBI:5790","CHEBI:23367",9
"285","CHEBI:28077","CHEBI:23367",10
"286","CHEBI:16643","CHEBI:23367",9
"287","CHEBI:681569","CHEBI:23367",7
"288","CHEBI:31618","CHEBI:23367",7
"289","CHEBI:50859","CHEBI:23367",8
"290","CHEBI:50692","CHEBI:23367",10
"291","CHEBI:17015","CHEBI:23367",10
"292","CHEBI:5121","CHEBI:23367",6
"293","CHEBI:3749","CHEBI:23367",9
"294","CHEBI:59120","CHEBI:23367",8
"295","CHEBI:4530","CHEBI:23367",9
"296","CHEBI:32588","CHEBI:23367",5
"297","CHEBI:68584","CHEBI:23367",7
"298","CHEBI:28230","CHEBI:23367",8
"299","CHEBI:17780","CHEBI:23367",11
"300","CHEBI:9130","CHEBI:23367",7
"301","CHEBI:10110","CHEBI:23367",7
"302","CHEBI:50438","CHEBI:23367",10
"303","CHEBI:171741","CHEBI:23367",9
"304","CHEBI:16238","CHEBI:23367",11
"305","CHEBI:4636","CHEBI:23367",8
"306","CHEBI:142290","CHEBI:23367",9
"307","CHEBI:101278","CHEBI:23367",9
"308","CHEBI:31599","CHEBI:23367",8
"309","CHEBI:2955","CHEBI:23367",9
"310","CHEBI:32139","CHEBI:23367",7
"311","CHEBI:2679","CHEBI:23367",10
"312","CHEBI:59177","CHEBI:23367",7
"313","CHEBI:22907","CHEBI:23367",10
"314","CHEBI:518413","CHEBI:23367",10
"315","CHEBI:4604","CHEBI:23367",6
"316","CHEBI:5441","CHEBI:23367",9
"317","CHEBI:10112","CHEBI:23367",9
"318","CHEBI:2922","CHEBI:23367",5
"319","CHEBI:9667","CHEBI:23367",8
"320","CHEBI:18723","CHEBI:23367",9
"321","CHEBI:51032","CHEBI:23367",8
"322","CHEBI:27701","CHEBI:23367",9
"323","CHEBI:17941","CHEBI:23367",10
"324","CHEBI:102130","CHEBI:23367",9
"325","CHEBI:17486","CHEBI:23367",10
"326","CHEBI:15956","CHEBI:23367",10
"327","CHEBI:6723","CHEBI:23367",9
"328","CHEBI:48390","CHEBI:23367",8
"329","CHEBI:94513","CHEBI:23367",8
"330","CHEBI:18067","CHEBI:23367",12
"331","CHEBI:31413","CHEBI:23367",7
"332","CHEBI:28177","CHEBI:23367",11
"333","CHEBI:4910","CHEBI:23367",9
"334","CHEBI:50217","CHEBI:23367",7
"335","CHEBI:5557","CHEBI:23367",8
"336","CHEBI:31448","CHEBI:23367",10
"337","CHEBI:55346","CHEBI:23367",7
"338","CHEBI:9352","CHEBI:23367",7
"339","CHEBI:15741","CHEBI:23367",10
"340","CHEBI:31497","CHEBI:23367",6
"341","CHEBI:6532","CHEBI:23367",8
"342","CHEBI:70746","CHEBI:23367",8
"343","CHEBI:4888","CHEBI:23367",12
"344","CHEBI:49040","CHEBI:23367",7
"345","CHEBI:17295","CHEBI:23367",9
"346","CHEBI:15603","CHEBI:23367",9
"347","CHEBI:50381","CHEBI:23367",9
"348","CHEBI:28544","CHEBI:23367",11
"349","CHEBI:8499","CHEBI:23367",8
"350","CHEBI:7478","CHEBI:23367",8
"351","CHEBI:6909","CHEBI:23367",8
"352","CHEBI:6472","CHEBI:23367",9
"353","CHEBI:9566","CHEBI:23367",9
"354","CHEBI:5130","CHEBI:23367",8
"355","CHEBI:3423","CHEBI:23367",7
"356","CHEBI:6919","CHEBI:23367",10
"357","CHEBI:8356","CHEBI:23367",9
"358","CHEBI:5001","CHEBI:23367",8
"359","CHEBI:64045","CHEBI:23367",8
"360","CHEBI:3437","CHEBI:23367",8
"361","CHEBI:28445","CHEBI:23367",8
"362","CHEBI:240107","CHEBI:23367",7
"363","CHEBI:7492","CHEBI:23367",9
"364","CHEBI:9434","CHEBI:23367",8
"365","CHEBI:28572","CHEBI:23367",9
"366","CHEBI:3720","CHEBI:23367",7
"367","CHEBI:9635","CHEBI:23367",7
"368","CHEBI:7468","CHEBI:23367",9
"369","CHEBI:31711","CHEBI:23367",7
"370","CHEBI:6343","CHEBI:23367",9
"371","CHEBI:6801","CHEBI:23367",8
"372","CHEBI:100246","CHEBI:23367",7
"373","CHEBI:52717","CHEBI:23367",9
"374","CHEBI:6759","CHEBI:23367",10
"375","CHEBI:45327","CHEBI:23367",9
"376","CHEBI:50729","CHEBI:23367",8
"377","CHEBI:3614","CHEBI:23367",9
"378","CHEBI:3766","CHEBI:23367",7
"379","CHEBI:4450","CHEBI:23367",11
"380","CHEBI:36704","CHEBI:23367",9
"381","CHEBI:9536","CHEBI:23367",7
"382","CHEBI:17191","CHEBI:23367",9
"383","CHEBI:50667","CHEBI:23367",10
"384","CHEBI:34838","CHEBI:23367",9
"385","CHEBI:2739","CHEBI:23367",8
"386","CHEBI:17203","CHEBI:23367",9
"387","CHEBI:364453","CHEBI:23367",7
"388","CHEBI:27786","CHEBI:23367",9
"389","CHEBI:127780","CHEBI:23367",7
"390","CHEBI:2972","CHEBI:23367",9
"391","CHEBI:17833","CHEBI:23367",9
"392","CHEBI:9927","CHEBI:23367",9
"393","CHEBI:107736","CHEBI:23367",9
"394","CHEBI:15765","CHEBI:23367",11
"395","CHEBI:31527","CHEBI:23367",9
"396","CHEBI:9168","CHEBI:23367",8
"397","CHEBI:15365","CHEBI:23367",8
"398","CHEBI:16977","CHEBI:23367",9
"399","CHEBI:16794","CHEBI:23367",9
"400","CHEBI:2654","CHEBI:23367",9
"401","CHEBI:4702","CHEBI:23367",8
"402","CHEBI:8378","CHEBI:23367",8
"403","CHEBI:36373","CHEBI:23367",8
"404","CHEBI:116735","CHEBI:23367",9
"405","CHEBI:9398","CHEBI:23367",8
"406","CHEBI:8888","CHEBI:23367",10
"407","CHEBI:585948","CHEBI:23367",9
"408","CHEBI:59297","CHEBI:23367",5
"409","CHEBI:4885","CHEBI:23367",9
"410","CHEBI:251408","CHEBI:23367",7
"411","CHEBI:4779","CHEBI:23367",9
"412","CHEBI:5004","CHEBI:23367",9
"413","CHEBI:119915","CHEBI:23367",9
"414","CHEBI:37924","CHEBI:23367",8
"415","CHEBI:31797","CHEBI:23367",7
"416","CHEBI:31441","CHEBI:23367",8
"417","CHEBI:8597","CHEBI:23367",8
"418","CHEBI:18208","CHEBI:23367",11
"419","CHEBI:51173","CHEBI:23367",10
"420","CHEBI:50924","CHEBI:23367",8
"421","CHEBI:32192","CHEBI:23367",7
"422","CHEBI:101853","CHEBI:23367",8
"423","CHEBI:50199","CHEBI:23367",7
"424","CHEBI:27565","CHEBI:23367",7
"425","CHEBI:27690","CHEBI:23367",8
"426","CHEBI:9622","CHEBI:23367",10
"427","CHEBI:7856","CHEBI:23367",6
"428","CHEBI:6121","CHEBI:23367",9
"429","CHEBI:31401","CHEBI:23367",9
"430","CHEBI:8430","CHEBI:23367",9
"431","CHEBI:6794","CHEBI:23367",10
"432","CHEBI:9674","CHEBI:23367",10
"433","CHEBI:48131","CHEBI:23367",10
"434","CHEBI:6888","CHEBI:23367",9
"435","CHEBI:90960","CHEBI:23367",7
"436","CHEBI:49713","CHEBI:23367",6
"437","CHEBI:9212","CHEBI:23367",7
"438","CHEBI:47426","CHEBI:23367",8
"439","CHEBI:50693","CHEBI:23367",7
"440","CHEBI:3385","CHEBI:23367",8
"441","CHEBI:15729","CHEBI:23367",12
"442","CHEBI:5864","CHEBI:23367",8
"443","CHEBI:28925","CHEBI:23367",7
"444","CHEBI:4877","CHEBI:23367",9
"445","CHEBI:51230","CHEBI:23367",9
"446","CHEBI:5123","CHEBI:23367",7
"447","CHEBI:17474","CHEBI:23367",9
"448","CHEBI:31348","CHEBI:23367",7
"449","CHEBI:10125","CHEBI:23367",9
"450","CHEBI:94810","CHEBI:23367",13
"451","CHEBI:50777","CHEBI:23367",7
"452","CHEBI:43755","CHEBI:23367",11
"453","CHEBI:367163","CHEBI:23367",8
"454","CHEBI:5106","CHEBI:23367",8
"455","CHEBI:57589","CHEBI:23367",10
"456","CHEBI:474180","CHEBI:23367",7
"457","CHEBI:16709","CHEBI:23367",9
"458","CHEBI:18385","CHEBI:23367",10
"459","CHEBI:37922","CHEBI:23367",10
"460","CHEBI:7824","CHEBI:23367",9
"461","CHEBI:29013","CHEBI:23367",8
"462","CHEBI:6062","CHEBI:23367",8
"463","CHEBI:48538","CHEBI:23367",9
"464","CHEBI:3508","CHEBI:23367",8
"465","CHEBI:16828","CHEBI:23367",9
"466","CHEBI:28669","CHEBI:59999",3
"467","CHEBI:50648","CHEBI:23367",11
"468","CHEBI:17347","CHEBI:23367",9
"469","CHEBI:4657","CHEBI:23367",9
"470","CHEBI:77032","CHEBI:23367",7
"471","CHEBI:68606","CHEBI:23367",9
"472","CHEBI:9123","CHEBI:23367",8
"473","CHEBI:472657","CHEBI:23367",10
"474","CHEBI:71204","CHEBI:23367",8
"475","CHEBI:16027","CHEBI:23367",13
"476","CHEBI:43968","CHEBI:23367",10
"477","CHEBI:3506","CHEBI:23367",7
"478","CHEBI:17303","CHEBI:23367",9
"479","CHEBI:34380","CHEBI:23367",9
"480","CHEBI:45081","CHEBI:23367",8
"481","CHEBI:59773","CHEBI:23367",9
"482","CHEBI:7575","CHEBI:23367",8
"483","CHEBI:7852","CHEBI:23367",9
"484","CHEBI:51141","CHEBI:23367",9
"485","CHEBI:66913","CHEBI:23367",8
"486","CHEBI:2673","CHEBI:23367",12
"487","CHEBI:52993","CHEBI:23367",7
"488","CHEBI:2038","CHEBI:23367",9
"489","CHEBI:68590","CHEBI:23367",7
"490","CHEBI:7507","CHEBI:23367",9
"491","CHEBI:9331","CHEBI:23367",9
"492","CHEBI:17933","CHEBI:23367",8
"493","CHEBI:85083","CHEBI:23367",6
"494","CHEBI:8871","CHEBI:23367",7
"495","CHEBI:9611","CHEBI:23367",9
"496","CHEBI:16755","CHEBI:23367",8
"497","CHEBI:68595","CHEBI:23367",8
"498","CHEBI:313639","CHEBI:23367",9
"499","CHEBI:15940","CHEBI:23367",9
"500","CHEBI:3223","CHEBI:23367",7
"501","CHEBI:53778","CHEBI:23367",9
"502","CHEBI:9943","CHEBI:23367",8
"503","CHEBI:31980","CHEBI:23367",8
"504","CHEBI:7514","CHEBI:23367",7
"505","CHEBI:3048","CHEBI:23367",9
"506","CHEBI:63791","CHEBI:23367",8
"507","CHEBI:34665","CHEBI:23367",8
"508","CHEBI:3655","CHEBI:23367",7
"509","CHEBI:73468","CHEBI:23367",9
"510","CHEBI:4707","CHEBI:23367",7
"511","CHEBI:149226","CHEBI:23367",8
"512","CHEBI:3723","CHEBI:59999",4
"513","CHEBI:3485","CHEBI:23367",8
"514","CHEBI:4953","CHEBI:23367",10
"515","CHEBI:3176","CHEBI:23367",8
"516","CHEBI:27432","CHEBI:23367",11
"517","CHEBI:6456","CHEBI:23367",9
"518","CHEBI:28901","CHEBI:23367",8
"519","CHEBI:5103","CHEBI:23367",7
"520","CHEBI:59040","CHEBI:23367",9
